key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
21,10023,"锻冶","RecipeLevelTable#9","青铜羊角锤",1,"青铜锭",1,"枫木木材",1,"鱼油",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
22,10026,"锻冶","RecipeLevelTable#10","青铜锉刀",1,"青铜锭",2,"硬革",1,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
23,10027,"锻冶","RecipeLevelTable#10","青铜手钳",1,"青铜锭",1,"青铜铆钉",1,"丁香油",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
24,10029,"锻冶","RecipeLevelTable#10","青铜研钵",1,"青铜锭",2,"梣木木材",1,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
25,10025,"锻冶","RecipeLevelTable#10","业余横头锤",1,"青铜锭",1,"草布",1,"梣木木材",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
26,10028,"锻冶","RecipeLevelTable#10","业余雕金锤",1,"青铜锭",1,"青铜铆钉",1,"梣木木材",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
27,10032,"锻冶","RecipeLevelTable#11","青铜平斩",1,"青铜锭",1,"梣木木材",1,"水母油",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
28,10034,"锻冶","RecipeLevelTable#11","青铜镰刀",1,"青铜锭",1,"梣木木材",1,"砂岩磨刀石",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
29,10030,"锻冶","RecipeLevelTable#11","业余铸甲锤",1,"青铜锭",1,"梣木木材",1,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
30,10033,"锻冶","RecipeLevelTable#11","业余鹤嘴锄",1,"青铜锭",1,"草布",1,"梣木木材",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
31,10031,"锻冶","RecipeLevelTable#11","业余裁皮刀",1,"青铜锭",1,"梣木木材",1,"砂岩磨刀石",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
32,10037,"锻冶","RecipeLevelTable#12","青铜厨刀",1,"青铜锭",1,"梣木木材",1,"砂岩磨刀石",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
33,10038,"锻冶","RecipeLevelTable#12","青铜碎石锤",1,"青铜锭",1,"梣木木材",1,"黏胶",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
34,10035,"锻冶","RecipeLevelTable#12","业余手锯",1,"青铜锭",1,"青铜铆钉",1,"梣木木材",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
35,10039,"锻冶","RecipeLevelTable#12","业余手斧",1,"青铜锭",1,"梣木木材",1,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
36,10036,"锻冶","RecipeLevelTable#12","青铜装饰锤",1,"业余雕金锤",1,"青铜铆钉",2,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,0,True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",False,False,0
37,10041,"锻冶","RecipeLevelTable#13","青铜指虎",1,"青铜锭",2,"硬革",1,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
38,10040,"锻冶","RecipeLevelTable#13","青铜骑兵剑",1,"青铜锭",1,"硬革",1,"牡羊角",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
39,10042,"锻冶","RecipeLevelTable#14","青铜刺柄双刃斧",1,"青铜锭",3,"梣木木材",1,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
40,10044,"锻冶","RecipeLevelTable#14","黄铜裁皮刀",1,"青铜裁皮刀",1,"砂岩磨刀石",1,"黄铜锭",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,0,True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",False,False,0
41,10046,"锻冶","RecipeLevelTable#15","青铜鸟嘴锤",1,"青铜锭",1,"棉布",1,"梣木木材",1,"水母油",1,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
42,10047,"锻冶","RecipeLevelTable#15","青铜圆头锤",1,"青铜锭",1,"青铜板",1,"梣木木材",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
43,10048,"锻冶","RecipeLevelTable#16","黑铁锭",1,"铁矿",3,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,,0,0,False,0,50,80,58,0,0,0,0,0,"",,True,True,True,"","",False,False,0
44,10054,"锻冶","RecipeLevelTable#16","白羽鹤嘴锄",1,"青铜鹤嘴锄",1,"硬革",1,"乌鸦之羽",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,0,True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",False,False,0
45,10050,"锻冶","RecipeLevelTable#16","黄铜手半剑",1,"青铜手半剑",1,"黄铜锭",2,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,0,True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",False,False,0
46,10053,"锻冶","RecipeLevelTable#16","陆行鸟手锯",1,"业余手锯",1,"青铜铆钉",2,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,0,True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",False,False,0
47,10051,"锻冶","RecipeLevelTable#16","黄铜指虎",1,"青铜指虎",1,"黄铜锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,0,True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",False,False,0
48,10055,"锻冶","RecipeLevelTable#17","黑铁战斧",1,"黑铁锭",2,"梣木木材",1,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
49,10057,"锻冶","RecipeLevelTable#17","黑铁手斧",1,"黑铁锭",1,"梣木木材",1,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
50,10056,"锻冶","RecipeLevelTable#17","黑铁双刃斧",1,"黑铁锭",2,"榆木木材",1,"硬革",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
51,10058,"锻冶","RecipeLevelTable#18","黑铁铆钉",1,"黑铁锭",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,,0,0,False,50,50,80,58,0,0,0,0,0,"",,True,True,True,"","",False,False,0
52,10059,"锻冶","RecipeLevelTable#18","黑铁横头锤",1,"黑铁锭",1,"棉布",1,"榆木木材",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
53,10061,"锻冶","RecipeLevelTable#18","黑铁雕金锤",1,"黑铁锭",1,"黑铁铆钉",1,"榆木木材",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
54,10060,"锻冶","RecipeLevelTable#18","黑铁铸甲锤",1,"黑铁锭",1,"榆木木材",1,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
55,10063,"锻冶","RecipeLevelTable#19","黑铁平斩",1,"黑铁锭",1,"榆木木材",1,"丁香油",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
56,10065,"锻冶","RecipeLevelTable#19","新来者手斧",1,"黑铁锭",1,"榆木木材",1,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
57,10062,"锻冶","RecipeLevelTable#19","新来者裁皮刀",1,"黑铁锭",1,"梣木木材",1,"泥岩磨刀石",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
58,10064,"锻冶","RecipeLevelTable#19","新来者碎石锤",1,"黑铁锭",1,"榆木木材",1,"鱼胶",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
59,10066,"锻冶","RecipeLevelTable#20","黄铜维京剑",1,"青铜维京剑",1,"黄铜锭",1,"山羊革",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,0,True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",False,False,0
60,10071,"锻冶","RecipeLevelTable#20","黑铁鹤嘴锄",1,"黑铁锭",1,"棉布",1,"梣木木材",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
61,10069,"锻冶","RecipeLevelTable#20","新来者手锯",1,"黑铁锭",1,"黑铁铆钉",1,"梣木木材",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
62,10070,"锻冶","RecipeLevelTable#20","黑铁羊角锤",1,"黑铁锭",1,"榆木木材",1,"水母油",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
63,10067,"锻冶","RecipeLevelTable#20","残戮剑",1,"黄铜手半剑",1,"山羊革",1,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",1,"土之碎晶",1,0,True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",False,False,0
64,10077,"锻冶","RecipeLevelTable#21","黑铁厨刀",1,"黑铁锭",1,"榆木木材",1,"泥岩磨刀石",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
65,10078,"锻冶","RecipeLevelTable#21","黑铁镰刀",1,"黑铁锭",1,"榆木木材",1,"泥岩磨刀石",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
66,10076,"锻冶","RecipeLevelTable#21","黑铁研钵",1,"黑铁锭",2,"榆木木材",1,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
67,10072,"锻冶","RecipeLevelTable#21","业火战斧",1,"黑铁战斧",1,"黑铁锭",1,"黄铜锭",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",1,0,True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",False,False,0
68,10073,"锻冶","RecipeLevelTable#21","新来者横头锤",1,"黑铁锭",1,"棉布",1,"紫杉木材",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
69,10075,"锻冶","RecipeLevelTable#21","新来者雕金锤",1,"黑铁锭",1,"黑铁铆钉",1,"紫杉木材",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
70,10074,"锻冶","RecipeLevelTable#21","新来者铸甲锤",1,"黑铁锭",1,"紫杉木材",1,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
71,10081,"锻冶","RecipeLevelTable#22","黑铁锉刀",1,"黑铁锭",2,"山羊革",1,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
72,10082,"锻冶","RecipeLevelTable#22","黑铁手钳",1,"黑铁锭",1,"黑铁铆钉",1,"丁香油",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
73,10083,"锻冶","RecipeLevelTable#22","新来者鹤嘴锄",1,"黑铁锭",1,"棉布",1,"榆木木材",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
74,10079,"锻冶","RecipeLevelTable#22","黑铁短剑",1,"黑铁锭",2,"榆木木材",1,"山羊革",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
75,10086,"锻冶","RecipeLevelTable#23","黑铁碎石锤",1,"黑铁锭",1,"榆木木材",1,"鱼胶",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
76,10085,"锻冶","RecipeLevelTable#23","新来者平斩",1,"黑铁锭",1,"紫杉木材",1,"丁香油",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
77,10084,"锻冶","RecipeLevelTable#23","铁甲指虎",1,"黑铁板",1,"黑铁锭",1,"山羊革",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",1,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
78,10087,"锻冶","RecipeLevelTable#24","黑铁钩斧",1,"黑铁锭",2,"紫杉木材",1,"丁香油",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",2,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
79,10091,"锻冶","RecipeLevelTable#24","黄铜手斧",1,"新来者手斧",1,"黄铜锭",1,"丁香油",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",2,0,True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",False,False,0
80,10088,"锻冶","RecipeLevelTable#24","黑铁雕纹手锯",1,"黑铁锭",1,"黑铁铆钉",1,"榆木木材",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",2,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
81,10089,"锻冶","RecipeLevelTable#24","新来者羊角锤",1,"黑铁锭",1,"紫杉木材",1,"蟹油",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",2,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
82,10090,"锻冶","RecipeLevelTable#24","新来者研钵",1,"黑铁锭",2,"紫杉木材",1,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",2,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
83,10093,"锻冶","RecipeLevelTable#25","黑铁圆革刀",1,"黑铁锭",1,"紫杉木材",1,"泥岩磨刀石",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",2,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
84,10092,"锻冶","RecipeLevelTable#25","黑铁骑兵剑",1,"黑铁锭",1,"山羊革",1,"羚羊角",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",2,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
85,10094,"锻冶","RecipeLevelTable#25","新来者厨刀",1,"黑铁锭",1,"紫杉木材",1,"泥岩磨刀石",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",2,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
86,10095,"锻冶","RecipeLevelTable#25","新来者镰刀",1,"黑铁锭",1,"紫杉木材",1,"泥岩磨刀石",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",2,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
87,10096,"锻冶","RecipeLevelTable#26","白钢锭",1,"爆弹怪的灰",1,"铁矿",2,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,,0,0,False,0,50,80,58,0,0,0,0,0,"",,True,True,True,"","",False,False,0
88,10101,"锻冶","RecipeLevelTable#26","黑铁装饰锤",1,"新来者雕金锤",1,"黑铁铆钉",1,"黄铜锭",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",2,0,True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",False,False,0
89,10100,"锻冶","RecipeLevelTable#26","黑铁圆头锤",1,"黑铁锭",1,"黑铁板",1,"胡桃木材",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",2,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
90,10099,"锻冶","RecipeLevelTable#26","黑铁鸟嘴锤",1,"黑铁锭",1,"棉布",1,"胡桃木材",1,"丁香油",1,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",2,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
91,10097,"锻冶","RecipeLevelTable#26","雷暴战斧",1,"业火战斧",1,"黑铁锭",1,"白银锭",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",2,"土之碎晶",2,0,True,50,150,75,100,0,0,0,0,0,"",,False,True,True,"","",False,False,0
92,10103,"锻冶","RecipeLevelTable#27","新来者锉刀",1,"黑铁锭",2,"巨蟾蜍革",1,"",0,"",0,"",0,"",0,"",0,"",0,"火之碎晶",3,"土之碎晶",2,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
93,10104,"锻冶","RecipeLevelTable#27","新来者手钳",1,"黑铁锭",1,"黑铁铆钉",1,"蟹油",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",3,"土之碎晶",2,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
94,10105,"锻冶","RecipeLevelTable#27","黑铁鹤嘴镐",1,"黑铁锭",1,"黑铁板",1,"胡桃木材",1,"山羊革",1,"",0,"",0,"",0,"",0,"火之碎晶",3,"土之碎晶",2,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
95,10106,"锻冶","RecipeLevelTable#28","白钢宽刃剑",1,"白钢锭",1,"胡桃木材",1,"黑狼之牙",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",3,"土之碎晶",2,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
96,10108,"锻冶","RecipeLevelTable#28","黑铁陆行鸟手锯",1,"黑铁锭",1,"黑铁铆钉",1,"胡桃木材",1,"黄铜锭",1,"",0,"",0,"",0,"",0,"火之碎晶",3,"土之碎晶",2,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
97,10107,"锻冶","RecipeLevelTable#28","白钢刺柄双刃斧",1,"白钢锭",3,"胡桃木材",1,"巨蟾蜍革",1,"",0,"",0,"",0,"",0,"",0,"火之碎晶",3,"土之碎晶",2,0,True,50,100,100,100,0,0,0,0,0,"",,True,True,True,"","",False,False,0
